compound_chembl_id,standard_inchi_key,smiles,hERG_blocker,pIC50,median_pIC50_equiv,std_pIC50_equiv,high_discordance,label_conflict,label_source,best_evidence_tier,n_measurements,n_exact_potency,n_pct_inhibition,n_censored,n_activator_rows,endpoints_used,source
CHEMBL1389707,BUISPSYLHRYOOT-UHFFFAOYSA-N,O=C(NC(=S)NCCc1ccccc1)c1cccc(Cl)c1,1,5.456,5.456,,False,False,exact_potency,1,1,1,0,0,0,EC50,chembl
CHEMBL3221527,BUIXNKGCYRBMEG-KRWDZBQOSA-N,N#Cc1cccc(Cl)c1-n1ncc2c(O[C@@H](COCCO)C(=O)Nc3ccc(F)cn3)ncnc21,0,4.2,4.2,,False,False,exact_potency,1,1,1,0,0,0,IC50,chembl
CHEMBL3793717,BUKUMBXSVUEGRL-UHFFFAOYSA-N,Cc1cc(-n2cnnn2)ncc1C(C)C(=O)N1CCN(CCc2ccc3c(c2C)COC3=O)CC1,0,4.377,4.377,,False,False,exact_potency,1,1,1,0,0,0,IC50,chembl
CHEMBL4062435,BUKVGHYPCOCXBN-UHFFFAOYSA-N,CN(C)CCN1C2CCC1CC(OC(c1ccc(F)cc1)c1ccc(F)cc1)C2,1,5.085,5.085,,False,False,exact_potency,1,1,1,0,0,0,IC50,chembl
CHEMBL2347413,BUMHWUDGGPIPAG-IYVRIMFBSA-N,Cn1nc(-c2cnc3[nH]cc(C(=O)N[C@]4(C)C[C@H](N)C4)c3n2)c2ccc(F)cc21,0,,,,False,False,censored_rescue,3,1,0,0,1,0,IC50,chembl
CHEMBL1095364,BUNJVHAEMQLYJI-UHFFFAOYSA-N,COc1ccc(Cn2c(C3CCCN(C(C)C)C3)nc3ccccc32)cc1,1,5.577,5.577,,False,False,exact_potency,1,1,1,0,0,0,Ki,chembl
CHEMBL2078877,BUNKNNOQAMJXHS-UHFFFAOYSA-N,CCOc1ccc2cc(-c3nn(CC4CCN(C(C)=O)CC4)c4ncnc(N)c34)ccc2c1,0,,,,False,False,censored_rescue,3,1,0,0,1,0,IC50,chembl
CHEMBL4452592,BUOHXORXSNZWMD-UHFFFAOYSA-N,CC1(c2ccc(S(N)(=O)=O)cc2)NC(=O)N(CC(=O)c2ncc(F)cc2F)C1=O,0,,,,False,False,censored_rescue,3,1,0,0,1,0,IC50,chembl
CHEMBL1824233,BUPDKQVYUKWVSM-AQYVVDRMSA-N,c1cc([C@H]2CC[C@H](N3CCC3)CC2)ccc1OCCCN1CCCCC1,0,,,,False,False,pct_inhibition,2a,1,0,1,0,0,Inhibition,chembl
CHEMBL2058833,BUPRVECGWBHCQV-UHFFFAOYSA-N,CC1(C)c2nc(-c3ccc(F)cc3)c(Nc3ccc(F)cc3)n2CCN1C(=O)CN,0,4.873,4.873,,False,False,exact_potency,1,1,1,0,0,0,IC50,chembl
CHEMBL2164219,BUPUWXSDCRZSDH-GOSISDBHSA-N,COCC(=O)N(Cc1ccsc1)C1CCN([C@H](C)CCNC(=O)c2c(C)cc(Cl)nc2C)CC1,1,5.076,5.076,,False,True,exact_potency,1,2,1,1,0,0,IC50|Inhibition,chembl
CHEMBL4077033,BUQRHLHTJDMDCG-ZJSXRUAMSA-N,COCc1cnc(N2CCC([C@H]3C[C@H]3CCOc3ccc(CC(=O)N4CCC4)c(F)c3)CC2)nc1,0,4.721,4.721,,False,False,exact_potency,1,1,1,0,0,0,IC50,chembl
