smiles,pIC50,source
COc1ccc2ncc(F)c(CC[C@H]3OC[C@H](NCc4ccc5c(c4)OCCO5)CO3)c2n1,4.868,chembl
O=C(Nc1ccc(C(F)(F)F)c(Cl)c1)N1CCN(C[C@@H]2CCCN(C3CC3)C2)CC1,6.051,chembl
CCOc1ccc2cc(-c3nn(CC4CC4)c(N)c3C(N)=O)ccc2c1,4.804,chembl
Nc1nnc(N2CCC(N3C[C@H](Cn4ccnc4)OC[C@@H]3Cc3ccc(Cl)cc3)CC2)[nH]1,4.757,bindingdb
NC(=O)c1cncc(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc2ccccc2)c1,5.824,chembl
COc1ccc2ncc(F)c(CCC34CCC(NCc5nc6c(cc5F)OCC(=O)N6)(CC3)CO4)c2n1,5.886,chembl
CNCc1cc(Oc2ccc3c(ccn3C(=O)Nc3ccc(F)c(C(F)(F)F)c3)c2)ncn1,5.237,chembl
C[C@H](c1nc(-c2ccc(S(C)(=O)=O)cc2Cl)no1)[C@H](N)C(=O)N1CCCC1,4.432,chembl
O=C([C@H]1C[C@H](Oc2ccc(Cl)cc2)CN1)N1CCCN(C2CCC2)CC1,5.699,chembl
O=C(C1CC(Oc2ccc(Cl)cc2)CN1)N1CCCN(C2CCC2)CC1,5.699,chembl
COc1ccc2ncc(F)c(CC(NOC(C)=O)C34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,4.74,chembl
COc1ccc(-n2cc(Cn3ccc4nc(-c5ccccc5F)nc-4c3)nn2)cc1,5.2,chembl
CCOP(=O)(Cc1csc(NC(=O)c2cc(Oc3ccc(S(C)(=O)=O)cc3)cc(O[C@@H](C)COC)c2)n1)OCC,4.301,chembl
Cc1cccnc1CN1CCC2(CC1)C(=O)N(c1ccc(N3CCC3=O)cc1)C(=O)N2c1cc(O)ncn1,4.569,chembl
C[C@@]1(c2cc(CNC3CC3)c(F)cc2F)CCSC(N)=N1,4.308,chembl
Cc1c(N2CCC(C3(N)CC3)C2)c(F)cc2c(-c3noc(=S)[nH]3)cc(=O)n(C3CC3)c12,4.745,chembl
CC(C)S(=O)(=O)N[C@H]1CN(C)C[C@@H]1c1ccc(-c2ccsc2)cc1,5.398,chembl
Cc1cc(C#Cc2ccccc2)cnc1NC(=O)c1cc(-c2cnn(C)c2)ccc1Cl,6.328,bindingdb
c1ccc(N2CCN(CCCCCCN3CCN(c4ccccc4)CC3)CC2)cc1,5.097,chembl
COc1ccc(N2CCOCC2)cc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1,5.292,chembl
Fc1c(Cl)cccc1Cn1ccc2c(OC3CCN(Cc4ccccn4)CC3)ncnc21,6.167,chembl
C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C=C(CF)OC(N)=N1,5.699,chembl
CC[N+]1(C)Cc2sc(NC(=O)Nc3ccc(Cl)cc3)c(C(N)=O)c2C1,5.483,chembl
O=C(N[C@@H]1CN2CCC1CC2)c1cccc2oc(N3CCOCC3)nc12,5.495,chembl
COc1ccc2c(c1)CCC1(CCN(CCc3ccc(F)cc3F)CC1)O2,7.699,chembl
CN(C)c1ccc([C@]2(O)CC[C@H](N3CC(NC(=O)CNC(=O)c4cccc(C(F)(F)F)c4)C3)CC2)cn1,4.648,chembl
Fc1ccccc1-c1nc2ccn(Cc3cc(-c4ccc(C(F)(F)F)cc4C(F)(F)F)no3)cc-2n1,6.1,chembl
CC1(C)Oc2ccc(Cl)cc2C2OCC3(CCN(C(=O)Cn4cnc(CF)c4)CC3)CC21,5.721,bindingdb
COc1ccc(OCCNCCCF)cc1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1CC(F)(F)F,5.42,bindingdb
CC1OC2(CCN(CCc3cccc(C#N)c3)CC2)CN(c2ccccc2)C1=O,6.222,chembl
CNC(=O)c1cnc(Nc2ccc(OC)cn2)cc1Nc1ccccc1S(C)(=O)=O,4.77,chembl
N#Cc1cc2cc(C3(Cc4ccccc4)CCNC3)ccc2[nH]1,5.854,chembl
CNc1nn2c3c(cnc2c1S(=O)(=O)c1ccccc1)CN(C)CC3,4.266,chembl
Nc1nc(N2CCC3(CC2)Cc2ccccc2[C@H]3N)cnc1Sc1ccnc(N)c1Cl,5.824,chembl
CN(CCCCN(C[C@H]1Cc2ncccc2CN1)[C@H]1CCCc2cccnc21)C1CCC(F)(F)CC1,4.77,chembl
O=C(/C=C/c1ccc(CN2CCCC(c3c(-c4ccccc4)[nH]c4ccccc34)C2)cc1)NO,4.547,chembl
CC(C)c1nccn1Cc1cn(-c2ccc(Cl)c(OC(F)F)c2)nn1,8.506,bindingdb
COc1nc2ccc(CN(C)C)cc2cc1C(c1ccccc1)C(O)(CCN(C)C)c1cccc2ccccc12,5.319,chembl
CC(Cc1ccc(Br)cc1)NCCCc1ccc(I)cc1,6.221,bindingdb
c1ccc(-n2c(-c3cnc(N4CCOCC4)nc3)cc3ccncc32)cc1,5.26,bindingdb
COc1ccc(-c2c(OC3CCCC3)cc(N3CCC(N)CC3)nc2-c2ccc(C#N)c(F)c2)cc1O,5.252,bindingdb
COc1ccc2nccc(NC(=O)[C@H]3CC[C@H](NCc4ccc5c(c4)OCCO5)CC3)c2c1,4.602,chembl
COc1cc(-c2cn(CC(=O)N(c3ccccc3)C3CCCCC3)nn2)ccc1-n1cnc(C)c1,6.097,chembl
Cn1ccc2cc(C3(Cc4ccccc4)CCNC3)ccc21,5.155,chembl
Cc1cc(Oc2cccc(C#N)c2)nc(N2CCC3(CC2)CNCCO3)n1,6.6,bindingdb
Cc1ccc(-n2nc(C)c(C(=O)N[C@@H]3COc4cccc(N5CCN(C)CC5)c4C3)n2)c(C)c1,5.0,chembl
COC(=O)N(NC(=O)c1c(CN2CCN(C3CCCCC3)CC2)c(-c2ccccc2)nc2ccccc12)c1ccccc1,5.745,chembl
Cc1c(C(O)CN2CCN(C(=O)Cc3ccc(-n4cnnn4)nc3)CC2)ccc2c1COC2=O,4.481,chembl
O=S1(=O)CCCN1CCNc1nonc1/C(=N/O)Nc1ccc(F)c(Br)c1,4.763,chembl
CCn1nc(Cc2ccc(OC3CCC3)cc2)cc1C1CCN(C[C@H]2CN([C@@H](C(=O)O)C(C)(C)C)C[C@@H]2c2cccc(F)c2)CC1,5.456,chembl
Cc1ccc2[nH]c3c(c2c1)C[C@@H](C)N(CC(F)(F)CO)[C@@H]3c1c(F)cnc(OCCNCCCF)c1F,5.268,bindingdb
CC(O)CN1[C@H](C)CN(CC[S+]([O-])C(c2ccc(F)cc2)c2ccc(F)cc2)C[C@@H]1C,5.137,chembl
COc1cncnc1C(O)c1cc(-c2ncnc3cc(N4CCOCC4)ccc23)ccc1Cl,4.801,bindingdb
Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(Cl)c(Cl)c3)C2)n1C,6.15,chembl
COc1cc(N)c(Cl)cc1C(=O)N[C@H]1CCN(CCCn2cncn2)C[C@H]1OC,5.113,chembl
COc1cc([C@](O)(CCN(C)C)[C@@H](c2cc3cc(C#N)ccc3nc2OC)c2ccnc(OC)c2OC)cc(OC(F)F)n1,5.155,chembl
Cc1c([C@@H](O)CN2CCC3(CC2)CCN(c2ccc(C#N)cn2)CC3)ccc2c1COC2=O,6.714,chembl
Cn1c(SCCCN2C[C@@H]3C[C@]3(c3ccc(C(F)(F)F)cc3)C2)nnc1-c1ccnnc1,5.864,chembl
Cc1cc(=O)n(C)nc1N1CCC2(CCN(C[C@H](O)c3ccc4c(c3C)COC4=O)CC2)C1=O,4.678,chembl
Cc1ccccc1CN(c1ccc(C#N)c(Cl)c1)[C@H]1CCN(S(C)(=O)=O)C1,5.553,chembl
CN1CC(C)(NC(=O)Nc2cccc(-c3nnnn3C)c2)C(CN2CCC[C@@H](Cc3ccc(F)cc3)C2)OC1=O,4.804,chembl
Nc1nc2cc3c(cc2s1)CCN(C1CC1)CC3,4.886,chembl
Cn1cc(-c2ccc(OC3CCN(C(=O)Nc4ccc(OC(F)(F)F)cc4)CC3)c(C(N)=O)c2)cn1,5.42,chembl
c1ccc(-c2cccc(O[C@@H]3C[C@H]4CC[C@@H](C3)N4)n2)cc1,8.886,chembl
Cc1nc2cc(-n3ncc(C(=O)c4cc5ccc(CN6CCC(F)(F)CC6)cc5[nH]4)c3N)ccc2[nH]1,5.066,chembl
CSc1ccc(Oc2ccccc2CN(C)C)cc1,5.52,chembl
Cc1ncccc1-c1nc2cn(-c3cccc(OC(C)C)c3)nc2c(=O)n1C[C@H]1CCCN(C[C@H]2CCCO2)C1,5.167,chembl
NC(=O)n1nc(NCC(=O)NC2CN([C@H]3CC[C@@H](c4nccs4)CC3)C2)c2cc(C(F)(F)F)ccc21,4.509,chembl
CCCOCCN1CCN(C2(CN(C(=O)CC)c3cccc(C(F)(F)F)n3)CCOCC2)CC1,5.469,chembl
CC1(c2ccc(NS(C)(=O)=O)cc2)NC(=O)N(CC(=O)c2ccc(F)cc2F)C1=O,4.4,chembl
CCN1CCC(N(Cc2ccc(F)cn2)C(=O)NCc2ccc3c(c2)CC(C)(C)O3)CC1,5.62,bindingdb
CNC(=O)Cn1c(=O)n(C2CCN(CCC(Oc3cc(OC)ccc3C)C(C)C)CC2)c2ccccc21,7.252,chembl
O=C(N[C@@H]1CN2CCC1CC2)c1cccc2oc(C3CC3)nc12,6.155,chembl
CN1CCC[C@@H]1Cn1nc(Cc2ccc(Cl)cc2)c2ncccc2c1=O,6.8,chembl
C[C@H](Oc1cc2cc(C(N)=O)ccc2nc1N)c1cc(F)c(F)cc1-n1cccn1,5.387,chembl
Nc1ccccc1NC(=O)c1ccc(-c2ncc(CN3CCC3)cc2Cl)cc1,4.65,chembl
O=C(Nc1ccc(Cl)c(Cl)c1)N1CCN(C[C@@H]2CCCN(C3CC3)C2)CC1,5.699,chembl
Cc1ccc(COC(=O)N2CC[C@H](CNc3cccnn3)C(F)(F)C2)cc1,4.602,bindingdb
N#Cc1ccc2cc1Oc1ccc(Br)c(c1)CN1CC[C@@H](NCc3cncn3C2)C1=O,5.337,chembl
O=C(NCCCCN1CCN(c2ccccc2)CC1)c1ccc2ncccc2c1,5.0,chembl
CN1CCN(c2ccc3cc(C(=O)Nc4cc(-c5ccco5)ccc4N)ncc3c2)CC1,5.284,bindingdb
COc1cc([C@](O)(CCN(C)C)[C@@H](c2cc3cc(C#N)ccc3nc2OC)c2cccc3c2CCC3)cc(OC)n1,5.347,chembl
COc1ccc(-c2cc(NC(=O)CCCN3CCCCC3)[nH]n2)cc1,5.336,chembl
CC1CC(N2CCN(C3CCc4ccc(OCc5noc(-c6ccc(Cl)cc6)n5)cc43)CC2)CC1C,6.583,chembl
CC(C)(O)c1ccc(C(Cc2cc[n+]([O-])cc2)c2ccc(OC(F)F)c(OC(F)F)c2)cn1,4.62,chembl
Cc1cc2nc(/C=C/C3CCNC3)n(Cc3ccc(Cl)cc3)c2cc1C,5.796,"bindingdb,chembl"
O=C(CNC(=O)c1cccc(C(F)(F)F)c1)NC1CN([C@H]2CC[C@@](O)(c3ccc(OC4CCC4)nc3)CC2)C1,5.009,chembl
COc1nc2ccc(C)cc2cc1C(c1ccccc1)C(O)(CCN(C)C)c1cccc2ccccc12,5.367,chembl
COc1ccc(CN2CCC(C#N)(CNC(=O)c3cc(CC(C)C)n(-c4ccccc4)n3)CC2)cc1,5.493,chembl
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,5.62,chembl
O=C(O)c1cc(CN2CCN(c3ccc(Br)cc3)CC2)c2ccccn2c1=O,5.678,chembl
O=S(=O)(c1cccc(F)c1)c1ccc2c3c(oc2c1)C1(CCCOC1)NCC3,4.921,chembl
CCC1CCCCN1C(=S)NC(=O)c1cccs1,5.911,chembl
CC(C)C(=O)c1c(Nc2ccc(F)cc2F)[nH]c2c(Cl)cc(Cl)c(Cl)c2c1=O,4.222,chembl
C[C@@H]1CN(c2ccc(C#N)c3ncccc23)C[C@H](CN2CCN(c3ccccn3)CC2)O1,5.508,bindingdb
CCOC(=O)COc1ccc2ncc(F)c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,5.071,chembl
CN(C/C=C/C=C/C=C/c1ccc(C(F)(F)F)cc1)Cc1ccc2c(c1)OCCO2,5.06,chembl
Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(-c4ccccc4Cl)n2C)CC3)no1,7.2,chembl
CC(C)Cc1ccc2ncccc2c1NS(=O)(=O)c1ccc(CCCN2CCN3CCC[C@@H]3C2)cc1,5.886,chembl
NC(=O)C(c1ccc(F)c(-c2ncnc3cc(N4CCOCC4)ccc23)c1)c1cncc(F)c1Cl,4.903,bindingdb
COc1cccc2c1nc(N)n1nc(CN3CCN(c4cnc(C)s4)C[C@H]3C)nc21,4.748,chembl
CC(C)(C)c1nnc(-c2nn(-c3ccccc3Cl)c(-c3ccc(Br)cc3)c2Cn2cncn2)s1,4.979,chembl
CC(C)(C)CCN1CCC(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1,5.714,chembl
Cc1cc(C)nc(Nc2cc(N[C@@H]3CS(=O)(=O)CC[C@@H]3N)cnc2C(N)=O)c1,4.538,chembl
Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCO)CC3)c(Cl)c2)cc1C#Cc1cnc2cccnn12,7.0,chembl
CCOC[C@@H](CC(C)C)NC(=O)[C@@H]1CNC[C@H](C(=O)N(c2ccc(C(C)C)c(OCCCOC)n2)C2CC2)C1,5.481,chembl
O=C(CSc1nc2cc(Cl)ccc2s1)c1cc2ccccc2o1,6.456,chembl
CC(C)(C)NC(=O)NCCN1CCCC(CNC(=O)c2cc(Cl)cc(Cl)c2)C1,5.276,chembl
Cc1c(CN(C2CCOCC2)[C@H]2CCNC2)cccc1C(F)(F)F,5.538,chembl
N#Cc1ccc(Nc2nn([C@H]3COCC[C@@H]3C#N)cc2C(N)=O)cc1,4.398,chembl
Nc1ncnc(N2CCC(c3nc(-c4ccc(F)c(C(F)(F)F)c4)cn3CCN3CCCC3)CC2)c1-c1ccc(F)cc1,5.824,chembl
CN1CCN(c2ccc(-c3ccc(-c4nc5cc(C(F)(F)F)ccc5[nH]4)cc3)cc2)CC1,6.086,chembl
O=C(CNC(=O)c1cccc(C(F)(F)F)c1)NC1CN([C@H]2CC[C@H](c3ccncc3O)CC2)C1,4.638,chembl
Cc1nsc(-c2nnc3n2CCN(C(=O)c2cc(F)c(F)c(F)c2F)[C@@H]3C)n1,4.155,"bindingdb,chembl"
O=C(NC1CCN(Cc2ccc(OCC(F)(F)F)c(F)c2)CC1)c1cc(=O)c2ccc(F)cc2o1,5.796,chembl
CN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)[C@@H]1CCN(Cc2nc3ccccc3s2)C[C@@H]1F,4.796,chembl
Cc1ccc2c(c1)CC(CCN(C)C)=C2[C@@H](C)c1cnccn1,5.868,chembl
COc1cnc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)cn1,4.367,chembl
CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4ccc(F)nc4)cc23)CC[C@]1(C)N,4.456,chembl
Cc1ccoc1-c1nnc(SCCCN2C[C@@H]3C[C@]3(c3ccc(C(F)(F)F)cc3)C2)n1C,6.7,chembl
COc1nccc(N2CCC3(CCN(C[C@H](O)c4ccc5c(c4C)COC5=O)CC3)C2=O)n1,5.094,chembl
O=C(CNc1n[nH]c2ccc(C(F)(F)F)cc12)NC1CN([C@H]2CC[C@@H](n3ccccc3=O)CC2)C1,4.469,chembl
CCc1ccc2c(N3CCNCC3)nc(N)nc2c1,5.82,chembl
COc1ccc2ncc(F)c(C(O)C[C@H]3OC[C@H](NCc4ccc5c(c4)OCCO5)CO3)c2c1,5.097,chembl
CC(C)CNCc1ccc(-c2ccccc2S(=O)(=O)N2CCCC2)cc1,5.62,chembl
C[C@@H]1CCCN1CCc1ccc2nc(-c3ccc4c(c3)COCO4)ccc2c1,5.742,chembl
Cn1ccc(NC(=O)c2cc(Oc3ccc(C(=O)N4CCC4)cc3)cc(O[C@H]3CCOC3)c2)n1,4.456,chembl
COC(=O)c1ccc(-c2ccn3c(CC4CC4(F)F)nnc3c2Cl)c(Cl)c1,4.969,bindingdb
CCN1C[C@H](NS(=O)(=O)C(C)C)[C@@H](c2ccc(-c3ccc(C#N)cc3)cc2)C1,6.398,chembl
CNC[C@@H](Cc1ccccc1)c1ccc2ccccc2c1,5.187,bindingdb
COC(=O)N(NC(=O)c1c(CN2CCNCC2)c(-c2ccccc2)nc2c(F)cccc12)c1ccccc1,5.086,chembl
COc1ccc(-c2cc(-c3ccc(C(=O)N4CCN(C)CC4)cc3)cnc2N)cn1,4.688,chembl
O=C(NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)N1CCC(c2ccccc2O)CC1,5.385,chembl
O=C(N[C@@H]1C2CCN(CC2)[C@H]1Cc1cccnc1)c1cc2ccccc2o1,4.268,chembl
CC(C)Oc1cc(Oc2ccc(C(=O)N3CCC3)cc2)cc(C(=O)Nc2ccn(C)n2)c1,4.569,chembl
CC(C)n1cc(C(=O)c2cncc(NC(=O)Cn3ccc(C(F)(F)F)n3)c2)c2cnccc21,5.825,chembl
NC(=O)C1CCN(Cc2ccc(Oc3nc4ncccc4s3)cc2)CC1,5.051,chembl
C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2ccnc(c2)OCC/1,5.62,chembl
Cc1nc2ccccc2c(=O)n1-c1ccc(O[C@H]2CC[C@@H](N3CCCC3)CC2)cc1,5.097,chembl
COc1nnc(C(O)c2cc(-c3ncnc4cc(N5CCOCC5)ccc34)c(F)cc2Cl)c2ccncc12,4.903,bindingdb
N#Cc1c(-c2ccccc2)cc(-c2ccccc2)nc1NC(=S)Nc1ccccc1,4.315,chembl
O=C1CCC(C(O)CC2c3c(F)cccc3-c3cncn32)CC1,4.187,chembl
C[C@@H]1CN(c2ccc(C#N)c3ncccc23)C[C@H](CN2CCN(c3ccncc3)CC2)O1,5.887,bindingdb
Cn1cc(NC(=O)c2cccc(-c3ccnc(NCC4CC4)c3)n2)c(C(N)=O)n1,5.538,chembl
O=C1OCc2cc(CC(=O)N3CCN(CCc4ccc([N+](=O)[O-])cc4)CC3)ccc21,5.886,chembl
CNCc1ccc(Cl)cc1Oc1ccc(Cl)c(C)c1,5.75,chembl
Cc1nc2cc3c(cc2o1)CCN(CCCSc1nnc(-c2ocnc2C)n1C)CC3,4.5,chembl
O=C(Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3cccnc3)N2)cc1)[C@@H]1CCc2scnc21,5.215,chembl
O=C1CCCC2(CCN(c3cnc4ccccc4n3)CC2)N1Cc1ccccc1,5.27,chembl
NCC(=O)N1CCn2c(nc(-c3ccccc3)c2Nc2ccc3c(c2)OCO3)C1,4.721,chembl
FC(F)(F)Oc1cccc(-n2nnc3ccc(NCC4CCNCC4)nc32)c1,5.0,chembl
O=C(c1ccc(-n2nnc3cccnc32)cn1)N(c1ncccc1Cl)[C@@H]1CCCNC1,4.541,chembl
FC(F)(F)c1cccc(Nc2cc3[nH]c(Nc4ccc(N5CCNCC5)cn4)nc3cn2)c1,4.523,chembl
Cc1nsc(-c2nnc3n2CCN(C(=O)c2ccc(F)cc2F)[C@@H]3C)n1,4.155,"bindingdb,chembl"
Nc1ccc(-c2ccsc2)cc1N,5.824,chembl
CN1CCN(C(=O)c2ccc(-c3cnc(N)c(-c4ccc(C(F)(F)F)cc4)c3)cc2)CC1,4.788,chembl
Cn1nccc1Cn1cc(-c2ccc(Cl)cc2)cn1,4.527,bindingdb
CC[C@@H]1c2nnc(-c3nc(C)ns3)n2CCN1C(=O)c1ccc(F)cc1,4.155,"bindingdb,chembl"
O=C1OCc2c1ccc(CCN1CCN(C(=O)Cc3ccc(-n4cnnn4)cc3)CC1)c2F,4.715,chembl
CCOc1cc(C)c2ncc(F)c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,8.924,chembl
O=S1(=O)CCC(Oc2ccc3c(c2)CCC2(CCN(C4CCC4)CC2)O3)CC1,5.155,chembl
CC(C)S(=O)(=O)N[C@@H]1COC[C@@H]1c1ccc(-c2ccc(C#N)cc2)cc1,4.9,chembl
COC(=O)C1=C(C)NC(C)=C(C(=O)NC[C@H]2CCN(CCc3ccc(Cl)c(Cl)c3)C2)C1c1cccc([N+](=O)[O-])c1,6.187,chembl
COc1ccccc1-c1nc2c(C(=O)N[C@@H]3C[C@H]4CCC[C@@H](C3)N4C)cccc2o1,6.398,chembl
Cc1ncc(-c2nc(Nc3ccc(C(=O)N(C)C)cc3)ncc2F)n1C(C)C,4.959,chembl
Oc1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1,6.192,chembl
CCC(NC(=O)c1ccc(Cl)cc1)[C@H]1[C@@H]2C[C@@H](n3cnc4c(F)cccc43)C[C@@H]21,6.0,chembl
Fc1cccc(Oc2cc(F)cc(N3CCC4(CC3)CNCCO4)c2)c1,6.3,bindingdb
Cc1nc2c(c(-c3ccc(Cl)cc3Cl)c1CN)CN(CC(=O)NCc1cccnc1)C2=O,4.097,chembl
O=C(NCc1ccc(F)cc1)N(c1ccc(Cl)cc1)C1CCN(CCO)CC1,4.896,chembl
CCNC(=O)N1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4cccc([N+](=O)[O-])c4)c3c2)CC1,6.678,chembl
Cc1ccc2c(-c3nnc(SCCCN4CCc5cc6onc(C)c6cc5CC4)n3C)cccc2n1,6.1,chembl
O=C(c1ccc(Cl)cc1)N1CCN(c2ccc(OC3CCN(C4CCCC4)CC3)cc2)C(=O)C1,5.4,chembl
O=S(=O)(c1ccc(F)cc1)c1ccc(CCc2ccc(F)cc2)cn1,5.161,chembl
O=C(NC[C@@H](Cc1ccccc1)N1CCC(O)(C(F)(F)F)CC1)C1(c2ccc(Cl)cc2)CCCC1,4.59,chembl
NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1cnc(N3CC[C@@H](F)C3)cc12,5.108,chembl
COc1c(C(C)(C)C)cc(C(=O)N2CCC(CNC(=O)CCCCC(c3ccc(F)cc3)c3ccc(F)cc3)C2)cc1C(C)(C)C,6.187,chembl
CC(=O)N1CCC(n2nc(C)c(Nc3ncc(Cl)c(-c4cnc5ccccn45)n3)c2C)CC1,4.569,chembl
COc1cc(CC[C@@H](C)N2Cc3ccc(C(F)(F)F)cc3C2)ccc1O,6.149,bindingdb
Cc1n[nH]c(C)c1Cn1cc(-c2ccc(F)c(C(F)F)c2)cn1,5.094,bindingdb
CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)nc1,6.319,bindingdb
c1ccc2c3c([nH]c2c1)[C@@H](C1CCOCC1)N[C@@H](c1nc(-c2csc4ccccc24)c[nH]1)C3,7.06,chembl
CC(=O)Nc1nc(C)c(-c2cc3c(c(S(C)(=O)=O)c2)C(=O)N([C@@H](C)C2CC2)C3)s1,4.5,chembl
CC(C)=CCn1c(N2CCCNCC2)c(C#N)c2c1c(=O)n(Cc1c(C#N)cnc3ccccc13)c(=O)n2C,6.046,chembl
CC(C)C(O)Cc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1,5.987,bindingdb
O=C(c1cc(F)cc(Cl)c1)N1CCn2nc(-c3ccc(F)cn3)cc2C1,4.824,chembl
F[C@@H]1CCNC[C@H]1c1c(-c2ccccc2)[nH]c2ccc(Cl)cc12,5.155,chembl
CSC[C@H]1CN(C2CCN(c3nnc(N)[nH]3)CC2)[C@@H](Cc2ccc(Cl)cc2)CO1,4.204,bindingdb
Oc1cc(C(F)(F)F)ccc1-c1nnc(N[C@H]2CCCC[C@H]2O)c2ccccc12,5.131,bindingdb
Oc1cc(C(F)(F)F)ccc1-c1nnc(N[C@@H]2CCCC[C@H]2O)c2ccccc12,4.77,bindingdb
Oc1cc(C(F)(F)F)ccc1-c1nnc(N[C@@H]2CCCC[C@@H]2O)c2ccccc12,4.678,bindingdb
C[C@@]1(COc2ccc(OC(F)(F)F)cc2)CCn2cc([N+](=O)[O-])nc2O1,5.854,chembl
C[C@]1(COc2ccc(OC(F)(F)F)cc2)CCn2cc([N+](=O)[O-])nc2O1,5.585,chembl
CC1(COc2ccc(OC(F)(F)F)cc2)CCn2cc([N+](=O)[O-])nc2O1,5.42,chembl
CNC(=O)[C@@H]1C[C@H](N2CCc3c(cccc3OCCc3ccccc3)C2)CN1C(=O)c1ccc(CN)c(OC)c1,5.398,chembl
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2cccc3sccc23)CC1,5.58,chembl
COc1ccc([C@@H](C)N[C@@H]2CC[C@@H](C(=O)N3CCC(c4ccccc4)(c4ccccc4)CC3)C(C)(C)C2)cc1,6.276,chembl
O=C1COc2ccc(CNC34CCC(CCc5ccnc6cc(F)cnc56)(CC3)OC4)nc2N1,7.776,chembl
CC(C)Oc1cc(CC[C@@H](C)N2Cc3ccc(S(C)(=O)=O)cc3C2)ccc1O,5.022,bindingdb
COc1ccc(CC(C)(C)NC[C@H](O)COc2cccc3[nH]c(=O)[nH]c23)cc1,6.428,chembl
Cc1ncccc1-c1nc2cn(-c3cccc(OC(F)F)c3)nc2c(=O)n1C[C@H]1CCCN(C[C@H]2CCCO2)C1,5.076,chembl
CCCCCCCN(CC)CC#CCc1ccc(C)cc1,5.293,chembl
c1ccc(-c2c[nH]c([C@H]3Cc4c([nH]c5ccccc45)C(C4CCCCC4)O3)n2)cc1,6.357,chembl
CN1C[C@@H]2C[C@H]1CN2c1ccc(-c2ccc3sccc3c2)cn1,9.26,chembl
NC1=NC2(CO1)c1cc(-c3cncc(OCC(F)(F)F)c3)ccc1OCC21CC1,5.236,"bindingdb,chembl"
N#Cc1ccc(C(O)c2cc(-c3ncnc4cc(N5CCOCC5)ccc34)c(F)cc2Cl)nn1,4.699,bindingdb
Cc1c(-c2ccc(Cl)cc2)noc1-c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,6.028,chembl
Oc1ccc(C(O)CN2C[C@H]3C[C@H](Oc4ccccc4F)C[C@@]3(O)C2)nc1,4.756,bindingdb
O[C@]1(CNC2CC2)CCN(c2nc(Oc3cccc(F)c3)cc(C(F)(F)F)n2)C1,5.7,bindingdb
CCCCCCCN(CC)CC#Cc1ccc(Cl)cc1,5.389,chembl
Nc1nnc(N2CCC(N3C[C@H](C(=O)N4CCC(F)(F)CC4)OC[C@@H]3Cc3ccc(Cl)cc3)CC2)[nH]1,4.204,bindingdb
Cc1cccc(N2CCN(CCCCCCN3CCN(c4cccc(C)n4)CC3)CC2)c1,5.387,chembl
O=C(Nc1ccc(-c2nnc(NCCCN3CCCCC3)o2)cc1)C1CCCCC1,4.7,chembl
Nc1nc2ccc(SC(F)(F)F)cc2s1,5.0,chembl
C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@H](c2c(F)cc(NC3CN(CCCF)C3)cc2F)N1CC(F)(F)CO,6.772,bindingdb
COC(=O)N(NC(=O)c1c(CC2CCNCC2)c(-c2ccccc2)nc2ccccc12)c1ccccc1,6.284,chembl
N#Cc1ccc(-c2noc(-c3cc(F)cc(C#N)c3)n2)nc1,5.197,chembl
COCCS(=O)(=O)N1CCN(c2ccc(Nc3nccc(-c4cnc(C)n4C(C)C)n3)cc2)CC1,5.076,chembl
COc1ccc([C@]2(O)CC[C@H](N3CC(NC(=O)CNc4n[nH]c5ccc(C(F)(F)F)cc45)C3)CC2)cn1,4.495,chembl
